Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spending,Total_Purchases,Average_Spend,Family_Size,Age,Engagement,Spending_Ratio,Customer_Days,Customer_Year,Customer_Month,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,Age_Group,Income_Level,Spending_Level,Cluster
58138.0,0,0,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,0,1,1617,22,70.30434782608695,1,69,0.3728813559322034,0.027812655876434,663,2012,9,0,0,1,0,0,0,0,1,0,0,4.907177410526789,-1.4189739506344223,-2.965288570074236,-0.7531507750891263,0.6126290770880553,-0.2936249708323423,-1.2829819999340475,1.6381474443153727,-0.6560064108796207,0.4079874059260213,-0.3352641078346451,-0.4743063422738721,0.2003893200090847,-0.2580784996150954,-0.5065653521440223,0.1404346729946488,-0.3039173644219531,0.0571186695527277,-0.9476924708733716,-1.3223665482579927,1.1118151365417797,0.9719719458267349,-0.8652666418891583,0.2759960268989636,1.236291380491801,Senior,Medium,High,2
46344.0,1,1,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,0,27,4,5.4,3,72,0.1025641025641025,0.0005825871183514,113,2014,3,0,0,1,0,0,0,0,1,0,0,-3.354716016965042,1.3855837555223889,1.5753328189678837,-0.39442041175773,1.5063184006194383,-0.3861975791037835,-1.2239701200636384,1.2124949743994904,-0.8217217470812453,0.6911707254198288,-0.3883551176876559,0.1963528356838124,-0.1116356123838112,-1.0322376470875545,-0.4455637802518405,-0.414635354293659,0.3863725891463647,1.025140804569644,-0.6488092714751807,-0.5407642358978865,-0.0361932824242411,-0.0105853700417515,0.0133013017765709,0.1353050362785426,-0.0254356454237394,Senior,Medium,Low,1
71613.0,0,0,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,776,20,36.95238095238095,1,61,0.7407407407407407,0.010835870081269,312,2013,8,0,0,1,0,0,0,0,0,1,0,2.062370382304223,0.504276670684385,-0.1714683157353142,-1.4871763222729268,-0.1503821377351957,-0.8096053591711542,-0.9494955542055754,-1.7409865479531896,-0.2719080936693132,-0.4662449012429966,-1.0783071471199968,0.413272691532259,-0.0315753152797776,0.5662243282058698,0.9114191279631952,-0.2408327096106808,-0.481999742165153,-0.9350359135005412,0.02049610061835,0.5121659051457825,0.328799820528085,0.1595807391027031,-0.3863955637685952,-0.3246348596826945,-0.1097169611891161,Middle_Age,High,Medium,2
26646.0,1,0,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,53,6,7.571428571428571,2,42,0.2222222222222222,0.0019889668630615,139,2014,2,0,0,1,0,0,0,0,0,1,0,-3.1433812210000984,2.195761263992232,0.0712981997222859,-0.4025304409061615,1.245851059967582,-0.5925481087680767,-0.8056783866115362,-1.0671344870232486,1.0482769928344615,-0.6604419762328636,-1.0875785853197857,0.0507798618528578,-0.1163826297417967,0.6835830956840249,-0.4402341601346404,0.2995302920566573,-0.3134973720811055,-1.0604364400112254,0.2245836916849415,0.1485399116143231,-0.1994934266475156,-0.0083800156591542,-0.0924604931649199,-0.4353899568657262,-0.309789949364147,Young,Low,Low,1
58293.0,1,0,94,173,43,118,46,27,15,5,5,3,6,5,0,0,0,0,0,0,0,422,14,28.133333333333333,2,45,0.1473684210526315,0.0072391669811644,161,2014,1,0,0,0,0,1,0,1,0,0,0,-0.6225185458943635,0.9826499968602928,1.52361437368482,-0.0717384739437979,-0.4096409418365207,0.8181055785613021,1.6333747318752592,1.9114724498724,1.184465969638178,-1.4688249042240369,-0.2515896855842951,0.246895708837198,-0.0770866926869956,0.5956734779686917,-0.5642825056013087,0.3962269671667849,0.0588664847322996,-1.560077381917806,1.0965475524029893,-0.3991902812707636,0.661513989493779,-0.134692782927423,-0.360804291663055,0.1838609883629074,0.7876013916878001,Young,Medium,Medium,1
62513.0,0,1,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,716,20,34.095238095238095,2,59,1.1764705882352942,0.0114534344306875,293,2013,9,0,0,0,1,0,0,0,0,1,0,0.953649484127961,-0.937388311469036,1.2681902924570594,-0.1702954273397247,-1.6720294775119071,-0.5508351702930712,-1.1749766131221042,-1.610923036883124,1.2114775640280715,1.4857515308017166,-0.7731568761457102,-0.0139107348486267,-0.2852894440580611,0.2542944003517883,0.7753715815213313,-0.3253537155772813,-0.073602668026629,-0.3032565048823007,0.3210541540694515,0.7365726085601196,-0.0092397312133464,-0.239745341515506,-0.5598838185673201,-0.5033287663506106,-0.5174871919229963,Middle_Age,Medium,Medium,3
55635.0,0,1,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,0,590,17,32.77777777777778,2,55,0.4857142857142857,0.0106046444748004,593,2012,11,0,0,1,0,0,1,0,0,0,0,0.7999783599747046,-2.366259050321652,-0.8106888540932023,-1.4768053262023466,0.5512611951484976,-0.3369871749017559,-0.6693456284535677,-0.5342154723571109,-1.4803913446164405,0.0829077615459026,1.7825040066537483,-0.0662546336676296,-1.4780736902988894,1.2547609351667135,0.0175677329502527,0.0705213936096285,0.5357997982571755,-0.1250523094100964,0.2599759234796827,0.7551601159403787,0.0444855263287723,-0.2106877257982718,-0.5543579397100843,-0.3714424351437598,-0.4243213137268188,Middle_Age,Medium,Medium,3
33454.0,1,0,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,169,8,18.77777777777778,2,41,0.2424242424242424,0.005051561799432,417,2013,5,0,0,0,0,1,0,1,0,0,0,-2.540790055154652,0.0658122115367019,-0.5269670465011643,0.938083165377911,-0.919353921577322,1.3798499484254254,1.1461451856755345,0.5655146710994525,0.0858868529093012,-1.280658586471434,-0.60739489417446,0.057630759315164,-0.4589991225699287,0.4655155946901853,-0.2868844044075935,0.2668347075249352,-0.1656620472486528,-1.5101194890933327,0.66271328032834,-0.3850083312919667,0.0315653987476204,0.341086375689181,0.4786323547438398,-0.0331949115200433,-0.6006475202186194,Young,Low,Medium,0
30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,1,46,5,7.666666666666667,2,52,0.25,0.0015155508697944,388,2013,6,0,0,0,0,1,0,0,0,1,0,-3.080271618802558,0.1797665873671559,-1.010753758705043,2.231850596115756,-0.8160874119440988,-0.4836378581521585,-1.1753243830770377,-0.6832291454870227,0.2875929033450953,-1.759215314401279,-0.9599808012030724,-1.0647434351852232,-0.4464737004570825,-0.0114781749785224,-0.3641057509102217,0.2522841285381876,0.0831228334851916,-1.6041101768704435,-0.234591451331556,-0.8566780480079121,0.4191800355439162,0.7969347150830319,-0.2586800009855853,-0.6187847836369578,0.7155735610839358,Middle_Age,Low,Low,0
5648.0,1,1,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,0,49,1,24.5,3,76,0.0144927536231884,0.0086741016109045,108,2014,3,0,0,0,0,1,0,0,0,1,0,-5.008581007043258,-0.5867380173307224,1.0687918344904797,2.056265554027409,0.6491921859835859,-0.9955740357272748,-0.7949690624743634,0.677930696437645,1.6430009597680402,-2.4414042953128785,-0.0036918801261239,-2.418716348916936,1.7297847318498687,0.4829602346690959,1.2862517874832888,-0.3174400593792801,-0.3598538463384125,-0.2794218010943544,-0.996173060484332,-0.7995163856524935,0.8820892634716309,1.6566593231388551,-0.1237468982744058,3.094950602351828,-1.6055834655125891,Senior,Low,Low,1
