PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
4.907177410526789,-1.4189739506344414,-2.965288570074225,-0.7531507750891214,0.6126290770880465,-0.293624970832087,-1.2829819999340877,1.6381474443155388,-0.6560064108793074,0.4079874059258994,-0.33526410783474614,-0.4743063422737957,0.20038932000878826,-0.25807849961534723,-0.50656535214424,0.14043467299443507,-0.3039173644219709,0.057118669552639834,-0.9476924708722037,-1.3223665482588396,1.1118151365418578,0.9719719458271784,-0.8652666418886074,0.2759960268983317,1.2362913804917663
-3.3547160169650403,1.3855837555224046,1.575332818967873,-0.3944204117577525,1.506318400619426,-0.3861975791035173,-1.2239701200636686,1.212494974399667,-0.8217217470810543,0.6911707254198028,-0.3883551176877189,0.19635283568376674,-0.11163561238481018,-1.0322376470875678,-0.44556378025147886,-0.41463535429380566,0.3863725891463493,1.0251408045696213,-0.6488092714747716,-0.5407642358984105,-0.03619328242419107,-0.01058537004175344,0.01330130177655467,0.1353050362785595,-0.0254356454237331
2.062370382304221,0.5042766706843794,-0.17146831573532317,-1.4871763222729153,-0.1503821377351567,-0.8096053591710375,-0.9494955542057143,-1.7409865479531486,-0.2719080936696628,-0.4662449012429607,-1.078307147119903,0.41327269153224755,-0.03157531527910179,0.5662243282059095,0.9114191279634004,-0.2408327096101226,-0.48199974216516134,-0.935035913500576,0.020496100617969214,0.5121659051457613,0.32879982052811846,0.15958073910285278,-0.3863955637684236,-0.32463485968274225,-0.10971696118924504
-3.1433812210000984,2.1957612639922397,0.07129819972226306,-0.40253044090615864,1.2458510599675865,-0.5925481087679423,-0.8056783866116474,-1.0671344870234831,1.0482769928342819,-0.6604419762327607,-1.0875785853197668,0.05077986185301372,-0.11638262974133637,0.6835830956841615,-0.4402341601348387,0.299530292056246,-0.3134973720810799,-1.0604364400112034,0.22458369168486095,0.1485399116145339,-0.1994934266475539,-0.008380015659163945,-0.09246049316488261,-0.43538995686561827,-0.3097899493643012
-0.622518545894363,0.9826499968603214,1.5236143736847925,-0.07173847394380305,-0.4096409418365467,0.8181055785610631,1.6333747318754053,1.9114724498720683,1.1844659696386646,-1.4688249042239823,-0.25158968558431016,0.2468957088375388,-0.07708669268665955,0.5956734779688233,-0.5642825056016242,0.396226967166303,0.05886648473232984,-1.5600773819177174,1.096547552403447,-0.3991902812698891,0.6615139894936941,-0.1346927829272453,-0.3608042916631589,0.18386098836269235,0.7876013916878376
0.9536494841279614,-0.9373883114690349,1.2681902924570676,-0.17029542733973294,-1.6720294775119078,-0.5508351702929255,-1.1749766131221908,-1.6109230368833323,1.2114775640276056,1.4857515308017946,-0.7731568761457059,-0.013910734848863708,-0.2852894440577214,0.2542944003520878,0.7753715815216813,-0.3253537155768234,-0.0736026680266526,-0.30325650488227485,0.32105415406885623,0.7365726085603604,-0.009239731213331185,-0.23974534151528273,-0.5598838185673338,-0.5033287663505844,-0.5174871919231782
0.7999783599747053,-2.3662590503216583,-0.8106888540931847,-1.476805326202346,0.5512611951485239,-0.3369871749016617,-0.6693456284536554,-0.5342154723567187,-1.4803913446165828,0.08290776154585107,1.7825040066538038,-0.06625463366775497,-1.4780736902975953,1.2547609351681417,0.017567732950398346,0.0705213936093888,0.5357997982571547,-0.12505230941000472,0.2599759234790764,0.7551601159405817,0.04448552632875736,-0.21068772579805,-0.5543579397101123,-0.3714424351436944,-0.4243213137270092
-2.540790055154652,0.06581221153669801,-0.5269670465011654,0.9380831653779164,-0.9193539215773392,1.3798499484252214,1.1461451856757718,0.5655146710993479,0.0858868529094797,-1.2806585864714648,-0.6073948941744282,0.05763075931540289,-0.4589991225696176,0.4655155946906749,-0.2868844044077317,0.2668347075246646,-0.16566204724861083,-1.5101194890932597,0.6627132803287534,-0.3850083312914135,0.03156539874751406,0.3410863756888782,0.4786323547440206,-0.033194911519803985,-0.6006475202186764
-3.0802716188025596,0.1797665873671354,-1.0107537587050317,2.2318505961157484,-0.8160874119440992,-0.48363785815198373,-1.175324383077173,-0.6832291454870782,0.28759290334505433,-1.7592153144013942,-0.9599808012030892,-1.0647434351849507,-0.4464737004571924,-0.011478174978049354,-0.3641057509104559,0.2522841285379876,0.08312283348526445,-1.6041101768704673,-0.23459145133072348,-0.8566780480081311,0.4191800355439075,0.7969347150831154,-0.2586800009850822,-0.6187847836373315,0.7155735610836809
-5.008581007043255,-0.5867380173307214,1.068791834490498,2.0562655540273895,0.6491921859836197,-0.995574035727077,-0.7949690624746235,0.6779306964374184,1.6430009597685005,-2.4414042953131156,-0.0036918801261903705,-2.418716348916559,1.7297847318506145,0.482960234667489,1.286251787482931,-0.31744005937834663,-0.35985384633842354,-0.2794218010944414,-0.9961730604835931,-0.799516385653334,0.882089263471786,1.6566593231390672,-0.1237468982736312,3.094950602352109,-1.6055834655117218
